block,street_name_original,address_original,street_name,full_address,processed_address
660D,JURONG WEST ST 64,660D JURONG WEST ST 64,JURONG WEST ST 64      ,660D JURONG WEST ST 64     Singapore,660D JURONG WEST ST 64    
617,JURONG WEST ST 65,617 JURONG WEST ST 65,JURONG WEST ST 65      ,617 JURONG WEST ST 65     Singapore,617 JURONG WEST ST 65    
673A,JURONG WEST ST 65,673A JURONG WEST ST 65,JURONG WEST ST 65      ,673A JURONG WEST ST 65     Singapore,673A JURONG WEST ST 65    
401,ADMIRALTY LINK,401 ADMIRALTY LINK,ADMIRALTY LINK          ,401 ADMIRALTY LINK         Singapore,401 ADMIRALTY LINK        
340B,SEMBAWANG CL,340B SEMBAWANG CL,SEMBAWANG CL          ,340B SEMBAWANG CL         Singapore,340B SEMBAWANG CL        
257B,COMPASSVALE RD,257B COMPASSVALE RD,COMPASSVALE ROAD          ,257B COMPASSVALE ROAD         Singapore,257B COMPASSVALE ROAD        
203D,COMPASSVALE RD,203D COMPASSVALE RD,COMPASSVALE ROAD          ,203D COMPASSVALE ROAD         Singapore,203D COMPASSVALE ROAD        
251,COMPASSVALE ST,251 COMPASSVALE ST,COMPASSVALE ST          ,251 COMPASSVALE ST         Singapore,251 COMPASSVALE ST        
190A,RIVERVALE DR,190A RIVERVALE DR,RIVERVALE DR          ,190A RIVERVALE DR         Singapore,190A RIVERVALE DR        
119B,RIVERVALE DR,119B RIVERVALE DR,RIVERVALE DR          ,119B RIVERVALE DR         Singapore,119B RIVERVALE DR        
120A,RIVERVALE DR,120A RIVERVALE DR,RIVERVALE DR          ,120A RIVERVALE DR         Singapore,120A RIVERVALE DR        
120B,RIVERVALE DR,120B RIVERVALE DR,RIVERVALE DR          ,120B RIVERVALE DR         Singapore,120B RIVERVALE DR        
121C,SENGKANG EAST WAY,121C SENGKANG EAST WAY,SENGKANG EAST WAY        ,121C SENGKANG EAST WAY       Singapore,121C SENGKANG EAST WAY      
588,WOODLANDS DR 16,588 WOODLANDS DR 16,WOODLANDS DR 16        ,588 WOODLANDS DR 16       Singapore,588 WOODLANDS DR 16      
10,CHAI CHEE RD,10 CHAI CHEE RD,CHAI CHEE ROAD        ,10 CHAI CHEE ROAD       Singapore,10 CHAI CHEE ROAD      
177,LOMPANG RD,177 LOMPANG RD,LOMPANG ROAD          ,177 LOMPANG ROAD         Singapore,177 LOMPANG ROAD        
178,LOMPANG RD,178 LOMPANG RD,LOMPANG ROAD          ,178 LOMPANG ROAD         Singapore,178 LOMPANG ROAD        
974,HOUGANG ST 91,974 HOUGANG ST 91,HOUGANG ST 91        ,974 HOUGANG ST 91       Singapore,974 HOUGANG ST 91      
649B,JURONG WEST ST 61,649B JURONG WEST ST 61,JURONG WEST ST 61      ,649B JURONG WEST ST 61     Singapore,649B JURONG WEST ST 61    
602,JURONG WEST ST 62,602 JURONG WEST ST 62,JURONG WEST ST 62      ,602 JURONG WEST ST 62     Singapore,602 JURONG WEST ST 62    
620,JURONG WEST ST 65,620 JURONG WEST ST 65,JURONG WEST ST 65      ,620 JURONG WEST ST 65     Singapore,620 JURONG WEST ST 65    
621,JURONG WEST ST 65,621 JURONG WEST ST 65,JURONG WEST ST 65      ,621 JURONG WEST ST 65     Singapore,621 JURONG WEST ST 65    
356A,ADMIRALTY DR,356A ADMIRALTY DR,ADMIRALTY DR          ,356A ADMIRALTY DR         Singapore,356A ADMIRALTY DR        
504C,CANBERRA LINK,504C CANBERRA LINK,CANBERRA LINK          ,504C CANBERRA LINK         Singapore,504C CANBERRA LINK        
340A,SEMBAWANG CL,340A SEMBAWANG CL,SEMBAWANG CL          ,340A SEMBAWANG CL         Singapore,340A SEMBAWANG CL        
341,SEMBAWANG CL,341 SEMBAWANG CL,SEMBAWANG CL          ,341 SEMBAWANG CL         Singapore,341 SEMBAWANG CL        
411,SEMBAWANG DR,411 SEMBAWANG DR,SEMBAWANG DR          ,411 SEMBAWANG DR         Singapore,411 SEMBAWANG DR        
412,SEMBAWANG DR,412 SEMBAWANG DR,SEMBAWANG DR          ,412 SEMBAWANG DR         Singapore,412 SEMBAWANG DR        
295C,COMPASSVALE CRES,295C COMPASSVALE CRES,COMPASSVALE CRES          ,295C COMPASSVALE CRES         Singapore,295C COMPASSVALE CRES        
204C,COMPASSVALE DR,204C COMPASSVALE DR,COMPASSVALE DR          ,204C COMPASSVALE DR         Singapore,204C COMPASSVALE DR        
202,COMPASSVALE DR,202 COMPASSVALE DR,COMPASSVALE DR          ,202 COMPASSVALE DR         Singapore,202 COMPASSVALE DR        
203C,COMPASSVALE RD,203C COMPASSVALE RD,COMPASSVALE ROAD          ,203C COMPASSVALE ROAD         Singapore,203C COMPASSVALE ROAD        
185D,RIVERVALE CRES,185D RIVERVALE CRES,RIVERVALE CRES          ,185D RIVERVALE CRES         Singapore,185D RIVERVALE CRES        
186A,RIVERVALE DR,186A RIVERVALE DR,RIVERVALE DR          ,186A RIVERVALE DR         Singapore,186A RIVERVALE DR        
119D,RIVERVALE DR,119D RIVERVALE DR,RIVERVALE DR          ,119D RIVERVALE DR         Singapore,119D RIVERVALE DR        
121D,SENGKANG EAST WAY,121D SENGKANG EAST WAY,SENGKANG EAST WAY        ,121D SENGKANG EAST WAY       Singapore,121D SENGKANG EAST WAY      
122,SENGKANG EAST WAY,122 SENGKANG EAST WAY,SENGKANG EAST WAY        ,122 SENGKANG EAST WAY       Singapore,122 SENGKANG EAST WAY      
582,WOODLANDS DR 16,582 WOODLANDS DR 16,WOODLANDS DR 16        ,582 WOODLANDS DR 16       Singapore,582 WOODLANDS DR 16      
576,WOODLANDS DR 16,576 WOODLANDS DR 16,WOODLANDS DR 16        ,576 WOODLANDS DR 16       Singapore,576 WOODLANDS DR 16      
578,WOODLANDS DR 16,578 WOODLANDS DR 16,WOODLANDS DR 16        ,578 WOODLANDS DR 16       Singapore,578 WOODLANDS DR 16      
637,WOODLANDS RING RD,637 WOODLANDS RING RD,WOODLANDS RING ROAD        ,637 WOODLANDS RING ROAD       Singapore,637 WOODLANDS RING ROAD      
109B,DEPOT RD,109B DEPOT RD,DEPOT ROAD          ,109B DEPOT ROAD         Singapore,109B DEPOT ROAD        
120A,KIM TIAN PL,120A KIM TIAN PL,KIM TIAN PL        ,120A KIM TIAN PL       Singapore,120A KIM TIAN PL      
14A,TELOK BLANGAH CRES,14A TELOK BLANGAH CRES,TELOK BLANGAH CRES        ,14A TELOK BLANGAH CRES       Singapore,14A TELOK BLANGAH CRES      
180,LOMPANG RD,180 LOMPANG RD,LOMPANG ROAD          ,180 LOMPANG ROAD         Singapore,180 LOMPANG ROAD        
105,CLEMENTI ST 12,105 CLEMENTI ST 12,CLEMENTI ST 12        ,105 CLEMENTI ST 12       Singapore,105 CLEMENTI ST 12      
65,TEBAN GDNS RD,65 TEBAN GDNS RD,TEBAN GARDENS ROAD        ,65 TEBAN GARDENS ROAD       Singapore,65 TEBAN GARDENS ROAD      
648D,JURONG WEST ST 61,648D JURONG WEST ST 61,JURONG WEST ST 61      ,648D JURONG WEST ST 61     Singapore,648D JURONG WEST ST 61    
669D,JURONG WEST ST 64,669D JURONG WEST ST 64,JURONG WEST ST 64      ,669D JURONG WEST ST 64     Singapore,669D JURONG WEST ST 64    
618,JURONG WEST ST 65,618 JURONG WEST ST 65,JURONG WEST ST 65      ,618 JURONG WEST ST 65     Singapore,618 JURONG WEST ST 65    
357B,ADMIRALTY DR,357B ADMIRALTY DR,ADMIRALTY DR          ,357B ADMIRALTY DR         Singapore,357B ADMIRALTY DR        
402,ADMIRALTY LINK,402 ADMIRALTY LINK,ADMIRALTY LINK          ,402 ADMIRALTY LINK         Singapore,402 ADMIRALTY LINK        
421,CANBERRA RD,421 CANBERRA RD,CANBERRA ROAD          ,421 CANBERRA ROAD         Singapore,421 CANBERRA ROAD        
422,CANBERRA RD,422 CANBERRA RD,CANBERRA ROAD          ,422 CANBERRA ROAD         Singapore,422 CANBERRA ROAD        
424,CANBERRA RD,424 CANBERRA RD,CANBERRA ROAD          ,424 CANBERRA ROAD         Singapore,424 CANBERRA ROAD        
350B,CANBERRA RD,350B CANBERRA RD,CANBERRA ROAD          ,350B CANBERRA ROAD         Singapore,350B CANBERRA ROAD        
588C,MONTREAL DR,588C MONTREAL DR,MONTREAL DR          ,588C MONTREAL DR         Singapore,588C MONTREAL DR        
472,SEMBAWANG DR,472 SEMBAWANG DR,SEMBAWANG DR          ,472 SEMBAWANG DR         Singapore,472 SEMBAWANG DR        
409,SEMBAWANG DR,409 SEMBAWANG DR,SEMBAWANG DR          ,409 SEMBAWANG DR         Singapore,409 SEMBAWANG DR        
410,SEMBAWANG DR,410 SEMBAWANG DR,SEMBAWANG DR          ,410 SEMBAWANG DR         Singapore,410 SEMBAWANG DR        
303B,ANCHORVALE LINK,303B ANCHORVALE LINK,ANCHORVALE LINK          ,303B ANCHORVALE LINK         Singapore,303B ANCHORVALE LINK        
204B,COMPASSVALE DR,204B COMPASSVALE DR,COMPASSVALE DR          ,204B COMPASSVALE DR         Singapore,204B COMPASSVALE DR        
119C,RIVERVALE DR,119C RIVERVALE DR,RIVERVALE DR          ,119C RIVERVALE DR         Singapore,119C RIVERVALE DR        
195,RIVERVALE DR,195 RIVERVALE DR,RIVERVALE DR          ,195 RIVERVALE DR         Singapore,195 RIVERVALE DR        
196,RIVERVALE DR,196 RIVERVALE DR,RIVERVALE DR          ,196 RIVERVALE DR         Singapore,196 RIVERVALE DR        
141,LOR 2 TOA PAYOH,141 LOR 2 TOA PAYOH,LOR 2 TOA PAYOH      ,141 LOR 2 TOA PAYOH     Singapore,141 LOR 2 TOA PAYOH    
579,WOODLANDS DR 16,579 WOODLANDS DR 16,WOODLANDS DR 16        ,579 WOODLANDS DR 16       Singapore,579 WOODLANDS DR 16      
580,WOODLANDS DR 16,580 WOODLANDS DR 16,WOODLANDS DR 16        ,580 WOODLANDS DR 16       Singapore,580 WOODLANDS DR 16      
2C,BOON TIONG RD,2C BOON TIONG RD,BOON TIONG ROAD        ,2C BOON TIONG ROAD       Singapore,2C BOON TIONG ROAD      
121A,KIM TIAN PL,121A KIM TIAN PL,KIM TIAN PL        ,121A KIM TIAN PL       Singapore,121A KIM TIAN PL      
615,BT PANJANG RING RD,615 BT PANJANG RING RD,BUKIT PANJANG RING ROAD      ,615 BUKIT PANJANG RING ROAD     Singapore,615 BUKIT PANJANG RING ROAD    
616,SENJA RD,616 SENJA RD,SENJA ROAD          ,616 SENJA ROAD         Singapore,616 SENJA ROAD        
603,JURONG WEST ST 62,603 JURONG WEST ST 62,JURONG WEST ST 62      ,603 JURONG WEST ST 62     Singapore,603 JURONG WEST ST 62    
604,JURONG WEST ST 62,604 JURONG WEST ST 62,JURONG WEST ST 62      ,604 JURONG WEST ST 62     Singapore,604 JURONG WEST ST 62    
605,JURONG WEST ST 62,605 JURONG WEST ST 62,JURONG WEST ST 62      ,605 JURONG WEST ST 62     Singapore,605 JURONG WEST ST 62    
619,JURONG WEST ST 65,619 JURONG WEST ST 65,JURONG WEST ST 65      ,619 JURONG WEST ST 65     Singapore,619 JURONG WEST ST 65    
610,JURONG WEST ST 65,610 JURONG WEST ST 65,JURONG WEST ST 65      ,610 JURONG WEST ST 65     Singapore,610 JURONG WEST ST 65    
178,YUNG SHENG RD,178 YUNG SHENG RD,YUNG SHENG ROAD        ,178 YUNG SHENG ROAD       Singapore,178 YUNG SHENG ROAD      
357,ADMIRALTY DR,357 ADMIRALTY DR,ADMIRALTY DR          ,357 ADMIRALTY DR         Singapore,357 ADMIRALTY DR        
357C,ADMIRALTY DR,357C ADMIRALTY DR,ADMIRALTY DR          ,357C ADMIRALTY DR         Singapore,357C ADMIRALTY DR        
360A,ADMIRALTY DR,360A ADMIRALTY DR,ADMIRALTY DR          ,360A ADMIRALTY DR         Singapore,360A ADMIRALTY DR        
503B,CANBERRA LINK,503B CANBERRA LINK,CANBERRA LINK          ,503B CANBERRA LINK         Singapore,503B CANBERRA LINK        
425,CANBERRA RD,425 CANBERRA RD,CANBERRA ROAD          ,425 CANBERRA ROAD         Singapore,425 CANBERRA ROAD        
352C,CANBERRA RD,352C CANBERRA RD,CANBERRA ROAD          ,352C CANBERRA ROAD         Singapore,352C CANBERRA ROAD        
501A,WELLINGTON CIRCLE,501A WELLINGTON CIRCLE,WELLINGTON CIRCLE          ,501A WELLINGTON CIRCLE         Singapore,501A WELLINGTON CIRCLE        
204A,COMPASSVALE DR,204A COMPASSVALE DR,COMPASSVALE DR          ,204A COMPASSVALE DR         Singapore,204A COMPASSVALE DR        
257C,COMPASSVALE RD,257C COMPASSVALE RD,COMPASSVALE ROAD          ,257C COMPASSVALE ROAD         Singapore,257C COMPASSVALE ROAD        
258D,COMPASSVALE RD,258D COMPASSVALE RD,COMPASSVALE ROAD          ,258D COMPASSVALE ROAD         Singapore,258D COMPASSVALE ROAD        
262D,COMPASSVALE ST,262D COMPASSVALE ST,COMPASSVALE ST          ,262D COMPASSVALE ST         Singapore,262D COMPASSVALE ST        
297B,COMPASSVALE ST,297B COMPASSVALE ST,COMPASSVALE ST          ,297B COMPASSVALE ST         Singapore,297B COMPASSVALE ST        
298A,COMPASSVALE ST,298A COMPASSVALE ST,COMPASSVALE ST          ,298A COMPASSVALE ST         Singapore,298A COMPASSVALE ST        
193,RIVERVALE DR,193 RIVERVALE DR,RIVERVALE DR          ,193 RIVERVALE DR         Singapore,193 RIVERVALE DR        
194,RIVERVALE DR,194 RIVERVALE DR,RIVERVALE DR          ,194 RIVERVALE DR         Singapore,194 RIVERVALE DR        
670,WOODLANDS DR 71,670 WOODLANDS DR 71,WOODLANDS DR 71        ,670 WOODLANDS DR 71       Singapore,670 WOODLANDS DR 71      
596C,ANG MO KIO ST 52,596C ANG MO KIO ST 52,ANG MO KIO ST 52    ,596C ANG MO KIO ST 52   Singapore,596C ANG MO KIO ST 52  
111A,DEPOT RD,111A DEPOT RD,DEPOT ROAD          ,111A DEPOT ROAD         Singapore,111A DEPOT ROAD        
112B,DEPOT RD,112B DEPOT RD,DEPOT ROAD          ,112B DEPOT ROAD         Singapore,112B DEPOT ROAD        
456,CLEMENTI AVE 3,456 CLEMENTI AVE 3,CLEMENTI AVE 3        ,456 CLEMENTI AVE 3       Singapore,456 CLEMENTI AVE 3      
5,PINE CL,5 PINE CL,PINE CL          ,5 PINE CL         Singapore,5 PINE CL        
682A,JURONG WEST CTRL 1,682A JURONG WEST CTRL 1,JURONG WEST CENTRAL 1      ,682A JURONG WEST CENTRAL 1     Singapore,682A JURONG WEST CENTRAL 1    
625,JURONG WEST ST 61,625 JURONG WEST ST 61,JURONG WEST ST 61      ,625 JURONG WEST ST 61     Singapore,625 JURONG WEST ST 61    
662B,JURONG WEST ST 64,662B JURONG WEST ST 64,JURONG WEST ST 64      ,662B JURONG WEST ST 64     Singapore,662B JURONG WEST ST 64    
662D,JURONG WEST ST 64,662D JURONG WEST ST 64,JURONG WEST ST 64      ,662D JURONG WEST ST 64     Singapore,662D JURONG WEST ST 64    
179,YUNG SHENG RD,179 YUNG SHENG RD,YUNG SHENG ROAD        ,179 YUNG SHENG ROAD       Singapore,179 YUNG SHENG ROAD      
183,YUNG SHENG RD,183 YUNG SHENG RD,YUNG SHENG ROAD        ,183 YUNG SHENG ROAD       Singapore,183 YUNG SHENG ROAD      
184,YUNG SHENG RD,184 YUNG SHENG RD,YUNG SHENG ROAD        ,184 YUNG SHENG ROAD       Singapore,184 YUNG SHENG ROAD      
469,ADMIRALTY DR,469 ADMIRALTY DR,ADMIRALTY DR          ,469 ADMIRALTY DR         Singapore,469 ADMIRALTY DR        
359A,ADMIRALTY DR,359A ADMIRALTY DR,ADMIRALTY DR          ,359A ADMIRALTY DR         Singapore,359A ADMIRALTY DR        
353B,ADMIRALTY DR,353B ADMIRALTY DR,ADMIRALTY DR          ,353B ADMIRALTY DR         Singapore,353B ADMIRALTY DR        
503C,CANBERRA LINK,503C CANBERRA LINK,CANBERRA LINK          ,503C CANBERRA LINK         Singapore,503C CANBERRA LINK        
341B,SEMBAWANG CL,341B SEMBAWANG CL,SEMBAWANG CL          ,341B SEMBAWANG CL         Singapore,341B SEMBAWANG CL        
303A,ANCHORVALE LINK,303A ANCHORVALE LINK,ANCHORVALE LINK          ,303A ANCHORVALE LINK         Singapore,303A ANCHORVALE LINK        
201C,COMPASSVALE DR,201C COMPASSVALE DR,COMPASSVALE DR          ,201C COMPASSVALE DR         Singapore,201C COMPASSVALE DR        
258A,COMPASSVALE RD,258A COMPASSVALE RD,COMPASSVALE ROAD          ,258A COMPASSVALE ROAD         Singapore,258A COMPASSVALE ROAD        
259A,COMPASSVALE RD,259A COMPASSVALE RD,COMPASSVALE ROAD          ,259A COMPASSVALE ROAD         Singapore,259A COMPASSVALE ROAD        
298B,COMPASSVALE ST,298B COMPASSVALE ST,COMPASSVALE ST          ,298B COMPASSVALE ST         Singapore,298B COMPASSVALE ST        
298D,COMPASSVALE ST,298D COMPASSVALE ST,COMPASSVALE ST          ,298D COMPASSVALE ST         Singapore,298D COMPASSVALE ST        
200D,SENGKANG EAST RD,200D SENGKANG EAST RD,SENGKANG EAST ROAD        ,200D SENGKANG EAST ROAD       Singapore,200D SENGKANG EAST ROAD      
260C,SENGKANG EAST WAY,260C SENGKANG EAST WAY,SENGKANG EAST WAY        ,260C SENGKANG EAST WAY       Singapore,260C SENGKANG EAST WAY      
261D,SENGKANG EAST WAY,261D SENGKANG EAST WAY,SENGKANG EAST WAY        ,261D SENGKANG EAST WAY       Singapore,261D SENGKANG EAST WAY      
584,WOODLANDS DR 16,584 WOODLANDS DR 16,WOODLANDS DR 16        ,584 WOODLANDS DR 16       Singapore,584 WOODLANDS DR 16      
700C,ANG MO KIO AVE 6,700C ANG MO KIO AVE 6,ANG MO KIO AVE 6    ,700C ANG MO KIO AVE 6   Singapore,700C ANG MO KIO AVE 6  
508,ANG MO KIO AVE 8,508 ANG MO KIO AVE 8,ANG MO KIO AVE 8    ,508 ANG MO KIO AVE 8   Singapore,508 ANG MO KIO AVE 8  
353,ANG MO KIO ST 32,353 ANG MO KIO ST 32,ANG MO KIO ST 32    ,353 ANG MO KIO ST 32   Singapore,353 ANG MO KIO ST 32  
45,KIM CHENG ST,45 KIM CHENG ST,KIM CHENG ST        ,45 KIM CHENG ST       Singapore,45 KIM CHENG ST      
120,KIM TIAN PL,120 KIM TIAN PL,KIM TIAN PL        ,120 KIM TIAN PL       Singapore,120 KIM TIAN PL      
121,KIM TIAN PL,121 KIM TIAN PL,KIM TIAN PL        ,121 KIM TIAN PL       Singapore,121 KIM TIAN PL      
457,CHOA CHU KANG AVE 4,457 CHOA CHU KANG AVE 4,CHOA CHU KANG AVE 4    ,457 CHOA CHU KANG AVE 4   Singapore,457 CHOA CHU KANG AVE 4  
455,CLEMENTI AVE 3,455 CLEMENTI AVE 3,CLEMENTI AVE 3        ,455 CLEMENTI AVE 3       Singapore,455 CLEMENTI AVE 3      
460,CLEMENTI AVE 3,460 CLEMENTI AVE 3,CLEMENTI AVE 3        ,460 CLEMENTI AVE 3       Singapore,460 CLEMENTI AVE 3      
666A,JURONG WEST ST 65,666A JURONG WEST ST 65,JURONG WEST ST 65      ,666A JURONG WEST ST 65     Singapore,666A JURONG WEST ST 65    
608,JURONG WEST ST 65,608 JURONG WEST ST 65,JURONG WEST ST 65      ,608 JURONG WEST ST 65     Singapore,608 JURONG WEST ST 65    
181,YUNG SHENG RD,181 YUNG SHENG RD,YUNG SHENG ROAD        ,181 YUNG SHENG ROAD       Singapore,181 YUNG SHENG ROAD      
467B,ADMIRALTY DR,467B ADMIRALTY DR,ADMIRALTY DR          ,467B ADMIRALTY DR         Singapore,467B ADMIRALTY DR        
468A,ADMIRALTY DR,468A ADMIRALTY DR,ADMIRALTY DR          ,468A ADMIRALTY DR         Singapore,468A ADMIRALTY DR        
468D,ADMIRALTY DR,468D ADMIRALTY DR,ADMIRALTY DR          ,468D ADMIRALTY DR         Singapore,468D ADMIRALTY DR        
359,ADMIRALTY DR,359 ADMIRALTY DR,ADMIRALTY DR          ,359 ADMIRALTY DR         Singapore,359 ADMIRALTY DR        
404,ADMIRALTY LINK,404 ADMIRALTY LINK,ADMIRALTY LINK          ,404 ADMIRALTY LINK         Singapore,404 ADMIRALTY LINK        
351C,CANBERRA RD,351C CANBERRA RD,CANBERRA ROAD          ,351C CANBERRA ROAD         Singapore,351C CANBERRA ROAD        
504B,MONTREAL DR,504B MONTREAL DR,MONTREAL DR          ,504B MONTREAL DR         Singapore,504B MONTREAL DR        
407,SEMBAWANG DR,407 SEMBAWANG DR,SEMBAWANG DR          ,407 SEMBAWANG DR         Singapore,407 SEMBAWANG DR        
501B,WELLINGTON CIRCLE,501B WELLINGTON CIRCLE,WELLINGTON CIRCLE          ,501B WELLINGTON CIRCLE         Singapore,501B WELLINGTON CIRCLE        
203E,COMPASSVALE RD,203E COMPASSVALE RD,COMPASSVALE ROAD          ,203E COMPASSVALE ROAD         Singapore,203E COMPASSVALE ROAD        
262A,COMPASSVALE ST,262A COMPASSVALE ST,COMPASSVALE ST          ,262A COMPASSVALE ST         Singapore,262A COMPASSVALE ST        
297A,COMPASSVALE ST,297A COMPASSVALE ST,COMPASSVALE ST          ,297A COMPASSVALE ST         Singapore,297A COMPASSVALE ST        
298C,COMPASSVALE ST,298C COMPASSVALE ST,COMPASSVALE ST          ,298C COMPASSVALE ST         Singapore,298C COMPASSVALE ST        
197,RIVERVALE DR,197 RIVERVALE DR,RIVERVALE DR          ,197 RIVERVALE DR         Singapore,197 RIVERVALE DR        
115B,YISHUN RING RD,115B YISHUN RING RD,YISHUN RING ROAD        ,115B YISHUN RING ROAD       Singapore,115B YISHUN RING ROAD      
351,ANG MO KIO ST 32,351 ANG MO KIO ST 32,ANG MO KIO ST 32    ,351 ANG MO KIO ST 32   Singapore,351 ANG MO KIO ST 32  
352,ANG MO KIO ST 32,352 ANG MO KIO ST 32,ANG MO KIO ST 32    ,352 ANG MO KIO ST 32   Singapore,352 ANG MO KIO ST 32  
8A,BOON TIONG RD,8A BOON TIONG RD,BOON TIONG ROAD        ,8A BOON TIONG ROAD       Singapore,8A BOON TIONG ROAD      
8B,BOON TIONG RD,8B BOON TIONG RD,BOON TIONG ROAD        ,8B BOON TIONG ROAD       Singapore,8B BOON TIONG ROAD      
109A,DEPOT RD,109A DEPOT RD,DEPOT ROAD          ,109A DEPOT ROAD         Singapore,109A DEPOT ROAD        
273D,JURONG WEST AVE 3,273D JURONG WEST AVE 3,JURONG WEST AVE 3      ,273D JURONG WEST AVE 3     Singapore,273D JURONG WEST AVE 3    
680A,JURONG WEST CTRL 1,680A JURONG WEST CTRL 1,JURONG WEST CENTRAL 1      ,680A JURONG WEST CENTRAL 1     Singapore,680A JURONG WEST CENTRAL 1    
682B,JURONG WEST CTRL 1,682B JURONG WEST CTRL 1,JURONG WEST CENTRAL 1      ,682B JURONG WEST CENTRAL 1     Singapore,682B JURONG WEST CENTRAL 1    
669C,JURONG WEST ST 64,669C JURONG WEST ST 64,JURONG WEST ST 64      ,669C JURONG WEST ST 64     Singapore,669C JURONG WEST ST 64    
606,JURONG WEST ST 65,606 JURONG WEST ST 65,JURONG WEST ST 65      ,606 JURONG WEST ST 65     Singapore,606 JURONG WEST ST 65    
659A,JURONG WEST ST 65,659A JURONG WEST ST 65,JURONG WEST ST 65      ,659A JURONG WEST ST 65     Singapore,659A JURONG WEST ST 65    
177,YUNG SHENG RD,177 YUNG SHENG RD,YUNG SHENG ROAD        ,177 YUNG SHENG ROAD       Singapore,177 YUNG SHENG ROAD      
183,STIRLING RD,183 STIRLING RD,STIRLING ROAD          ,183 STIRLING ROAD         Singapore,183 STIRLING ROAD        
467A,ADMIRALTY DR,467A ADMIRALTY DR,ADMIRALTY DR          ,467A ADMIRALTY DR         Singapore,467A ADMIRALTY DR        
469B,ADMIRALTY DR,469B ADMIRALTY DR,ADMIRALTY DR          ,469B ADMIRALTY DR         Singapore,469B ADMIRALTY DR        
359B,ADMIRALTY DR,359B ADMIRALTY DR,ADMIRALTY DR          ,359B ADMIRALTY DR         Singapore,359B ADMIRALTY DR        
359C,ADMIRALTY DR,359C ADMIRALTY DR,ADMIRALTY DR          ,359C ADMIRALTY DR         Singapore,359C ADMIRALTY DR        
350A,CANBERRA RD,350A CANBERRA RD,CANBERRA ROAD          ,350A CANBERRA ROAD         Singapore,350A CANBERRA ROAD        
504D,MONTREAL DR,504D MONTREAL DR,MONTREAL DR          ,504D MONTREAL DR         Singapore,504D MONTREAL DR        
341A,SEMBAWANG CL,341A SEMBAWANG CL,SEMBAWANG CL          ,341A SEMBAWANG CL         Singapore,341A SEMBAWANG CL        
501C,WELLINGTON CIRCLE,501C WELLINGTON CIRCLE,WELLINGTON CIRCLE          ,501C WELLINGTON CIRCLE         Singapore,501C WELLINGTON CIRCLE        
311C,ANCHORVALE LANE,311C ANCHORVALE LANE,ANCHORVALE LANE          ,311C ANCHORVALE LANE         Singapore,311C ANCHORVALE LANE        
303C,ANCHORVALE LINK,303C ANCHORVALE LINK,ANCHORVALE LINK          ,303C ANCHORVALE LINK         Singapore,303C ANCHORVALE LINK        
258B,COMPASSVALE RD,258B COMPASSVALE RD,COMPASSVALE ROAD          ,258B COMPASSVALE ROAD         Singapore,258B COMPASSVALE ROAD        
203B,COMPASSVALE RD,203B COMPASSVALE RD,COMPASSVALE ROAD          ,203B COMPASSVALE ROAD         Singapore,203B COMPASSVALE ROAD        
291D,COMPASSVALE ST,291D COMPASSVALE ST,COMPASSVALE ST          ,291D COMPASSVALE ST         Singapore,291D COMPASSVALE ST        
122D,RIVERVALE DR,122D RIVERVALE DR,RIVERVALE DR          ,122D RIVERVALE DR         Singapore,122D RIVERVALE DR        
200A,SENGKANG EAST RD,200A SENGKANG EAST RD,SENGKANG EAST ROAD        ,200A SENGKANG EAST ROAD       Singapore,200A SENGKANG EAST ROAD      
200B,SENGKANG EAST RD,200B SENGKANG EAST RD,SENGKANG EAST ROAD        ,200B SENGKANG EAST ROAD       Singapore,200B SENGKANG EAST ROAD      
260B,SENGKANG EAST WAY,260B SENGKANG EAST WAY,SENGKANG EAST WAY        ,260B SENGKANG EAST WAY       Singapore,260B SENGKANG EAST WAY      
111B,DEPOT RD,111B DEPOT RD,DEPOT ROAD          ,111B DEPOT ROAD         Singapore,111B DEPOT ROAD        
73A,REDHILL RD,73A REDHILL RD,REDHILL ROAD          ,73A REDHILL ROAD         Singapore,73A REDHILL ROAD        
651,SENJA LINK,651 SENJA LINK,SENJA LINK          ,651 SENJA LINK         Singapore,651 SENJA LINK        
669B,JURONG WEST ST 64,669B JURONG WEST ST 64,JURONG WEST ST 64      ,669B JURONG WEST ST 64     Singapore,669B JURONG WEST ST 64    
660A,JURONG WEST ST 64,660A JURONG WEST ST 64,JURONG WEST ST 64      ,660A JURONG WEST ST 64     Singapore,660A JURONG WEST ST 64    
661A,JURONG WEST ST 64,661A JURONG WEST ST 64,JURONG WEST ST 64      ,661A JURONG WEST ST 64     Singapore,661A JURONG WEST ST 64    
661B,JURONG WEST ST 64,661B JURONG WEST ST 64,JURONG WEST ST 64      ,661B JURONG WEST ST 64     Singapore,661B JURONG WEST ST 64    
661C,JURONG WEST ST 64,661C JURONG WEST ST 64,JURONG WEST ST 64      ,661C JURONG WEST ST 64     Singapore,661C JURONG WEST ST 64    
662A,JURONG WEST ST 64,662A JURONG WEST ST 64,JURONG WEST ST 64      ,662A JURONG WEST ST 64     Singapore,662A JURONG WEST ST 64    
631,JURONG WEST ST 65,631 JURONG WEST ST 65,JURONG WEST ST 65      ,631 JURONG WEST ST 65     Singapore,631 JURONG WEST ST 65    
